task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	94/7411cd	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:00.614	2025-09-15 10:46:01.380	798ms	4ms	808 KB	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/94/7411cd9ce9fa7428786cb2fef5a7e3	0.0%	76.2%	0
5	3b/05d191	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.398	2025-09-15 10:47:08.643	1m 7s	1m 5s	98.9 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/3b/05d191e3ee823a1e67d73aafd56853	0.0%	7.5%	125.9 MB
29	53/bf49c7	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.224	2025-09-15 10:47:20.120	1m 19s	1m 18s	134.9 MB	115 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/53/bf49c7fc8d22f48c513105ae12aa5a	0.0%	8.6%	125.9 MB
12	19/5ab7c5	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.326	2025-09-15 10:47:24.805	1m 24s	1m 22s	125.4 MB	106.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/19/5ab7c5307977c6b5736d6e797349fb	0.0%	8.1%	125.9 MB
23	94/f54134	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.401	2025-09-15 10:47:37.996	1m 37s	1m 35s	143.9 MB	120.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/94/f541345c77e206ae023cadd2f5f4a7	0.0%	7.3%	125.8 MB
34	2d/7cf5b6	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:47:20.220	2025-09-15 10:48:12.267	52.1s	51.5s	75.5 MB	64.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/2d/7cf5b64d50fc9a257f5e488b9599b1	0.0%	6.9%	125.8 MB
24	d5/0c2144	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.114	2025-09-15 10:48:12.365	2m 11s	2m 10s	258.2 MB	195.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/d5/0c21441927480f91b653fd7f45b856	0.0%	8.9%	125.8 MB
8	be/2762a8	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.318	2025-09-15 10:48:17.814	2m 17s	2m 15s	203.4 MB	172 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/be/2762a84ff2160580a8b6a7f2256cfe	0.0%	7.5%	126 MB
28	a9/db465d	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.223	2025-09-15 10:50:58.682	4m 58s	4m 56s	460.6 MB	384.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a9/db465dd7f085058538e93f1954b0e4	0.0%	7.3%	126 MB
21	21/a47f52	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-15 10:46:01.316	2025-09-15 10:51:00.415	4m 59s	4m 58s	464.7 MB	392.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/21/a47f52a59a6baba776fe0f2052ae98	0.0%	7.5%	125.8 MB
