task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	2d/b3436d	2377514	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-14 10:59:22.292	1.2s	3ms	118.5%	0	0	57.6 KB	244 B
5	30/276d8a	2377490	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-14 10:59:22.287	17.3s	15.3s	98.9%	24.5 MB	126.6 MB	420.4 MB	353.7 MB
4	39/d62310	2377409	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-14 10:59:22.263	17.7s	16.9s	100.1%	24.4 MB	126.6 MB	469.5 MB	395.7 MB
3	f2/67ff60	2377463	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-14 10:59:22.280	17.9s	16.9s	100.1%	24.8 MB	126.6 MB	470.3 MB	395.9 MB
1	a6/8354b4	2377442	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-14 10:59:22.276	18.1s	17s	100.0%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
6	65/aba982	2377426	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-14 10:59:22.271	18.7s	17.7s	100.1%	24.8 MB	126.6 MB	470.4 MB	398.2 MB
7	2c/01d80f	2381559	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-14 10:59:40.655	8.8s	7.6s	987.0%	867.6 MB	26.8 GB	867.9 MB	514.1 MB
8	fd/d9f225	2381866	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-14 10:59:41.698	12.8s	10.5s	789.4%	888 MB	26.7 GB	970.8 MB	575 MB
9	01/7e18a0	2382054	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-14 10:59:43.354	11.9s	10.9s	777.5%	976.7 MB	26.7 GB	971.7 MB	575.7 MB
10	0b/9bb5fe	2382551	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-14 10:59:44.842	12s	10s	842.8%	844.7 MB	27.2 GB	971.7 MB	575.4 MB
11	c7/33cb85	2383055	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-14 10:59:46.529	10.5s	8.8s	955.8%	969.2 MB	26.7 GB	976.6 MB	578.3 MB
12	5e/0d019d	2384046	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-14 10:59:49.594	13.5s	11s	98.5%	23.7 MB	126.1 MB	142.3 MB	354.4 MB
13	e0/40fa4a	2385565	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-14 10:59:54.498	11.8s	10.8s	99.9%	23.7 MB	126.1 MB	159.5 MB	396.2 MB
14	63/64ddb6	2386032	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-14 10:59:55.293	11.7s	10.7s	100.3%	23.6 MB	126.1 MB	160.2 MB	396.5 MB
15	f8/c49596	2386767	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-14 10:59:56.816	11.3s	10.5s	100.2%	23.8 MB	126.1 MB	159.4 MB	396.3 MB
16	1b/044e4c	2386869	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-14 10:59:57.023	11.6s	10.5s	100.2%	24.1 MB	126.1 MB	160 MB	398.8 MB
17	cc/5c1dac	2388854	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-14 11:00:03.702	6.3s	5.4s	100.1%	31.3 MB	133.4 MB	287 MB	247.1 MB
18	ae/b1b9e2	2389807	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-14 11:00:06.850	7.4s	6.1s	100.2%	31.1 MB	133.2 MB	324.9 MB	278.1 MB
19	5f/9a8a21	2390038	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-14 11:00:07.514	7.4s	6s	100.2%	31.4 MB	133.4 MB	327.6 MB	281.9 MB
20	ad/48daea	2390513	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-14 11:00:08.635	7.1s	6s	100.4%	31.4 MB	133.3 MB	323.4 MB	276.5 MB
21	19/c0a88e	2390589	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-14 11:00:09.175	6.8s	6s	100.4%	31.5 MB	133.4 MB	328.2 MB	280.7 MB
22	2c/ff1786	2392148	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-14 11:00:16.049	14.1s	10.6s	946.7%	1.4 GB	3.7 GB	2.7 GB	3.6 GB
23	19/a715e4	2393050	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:REFORMAT_FILTER_CLUSTER (barcode02)	COMPLETED	0	2025-07-14 11:00:36.248	21.2s	17.5s	99.5%	41.4 MB	145.3 MB	374.4 MB	699.5 MB
25	19/4ad7bc	2396655	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SUMMARY_CLUSTER_STATS (1)	COMPLETED	0	2025-07-14 11:00:57.757	2.4s	1.2s	318.6%	106.4 MB	1.5 GB	28.9 MB	100.7 KB
24	b8/bed0a3	2396663	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER_STATS (barcode02)	COMPLETED	0	2025-07-14 11:00:57.763	2.4s	1.3s	283.1%	106.3 MB	1.5 GB	30.8 MB	175 KB
26	86/b1eebb	2396772	UMI_PIPELINE:UMI_POLISHING:GLUE_CLUSTERS (barcode02)	COMPLETED	0	2025-07-14 11:00:58.024	6.3s	3.3s	104.6%	4.4 MB	5.5 MB	342.5 MB	329.7 MB
31	25/625441	2403015	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (5)	COMPLETED	0	2025-07-14 11:01:04.490	1.3s	206ms	101.1%	6.2 MB	8.5 MB	3.5 MB	2.2 MB
28	03/afbc1f	2403043	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (2)	COMPLETED	0	2025-07-14 11:01:04.513	1.5s	186ms	99.2%	6.4 MB	8.5 MB	3 MB	1.9 MB
27	fe/00a669	2403050	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (1)	COMPLETED	0	2025-07-14 11:01:04.517	1.7s	252ms	106.5%	6.3 MB	8.5 MB	4.4 MB	2.8 MB
30	85/97e57b	2403079	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (4)	COMPLETED	0	2025-07-14 11:01:04.525	1.9s	219ms	104.2%	6.3 MB	8.5 MB	3.8 MB	2.4 MB
47	3b/a139f0	2403188	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (21)	COMPLETED	0	2025-07-14 11:01:04.549	1.9s	200ms	108.3%	6.4 MB	8.5 MB	3.2 MB	2 MB
54	5b/768479	2403069	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (28)	COMPLETED	0	2025-07-14 11:01:04.522	2.1s	185ms	111.4%	6.4 MB	8.5 MB	3.2 MB	2 MB
40	17/554396	2403133	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (14)	COMPLETED	0	2025-07-14 11:01:04.537	2.5s	231ms	107.5%	6.3 MB	8.5 MB	3.8 MB	2.4 MB
34	71/c587e7	2403102	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (8)	COMPLETED	0	2025-07-14 11:01:04.529	2.6s	230ms	108.1%	6.4 MB	8.5 MB	3.7 MB	2.3 MB
37	96/9e630c	2403238	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (11)	COMPLETED	0	2025-07-14 11:01:04.565	3.1s	210ms	108.6%	6.2 MB	8.5 MB	3.8 MB	2.4 MB
42	76/3dfb8a	2403199	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (16)	COMPLETED	0	2025-07-14 11:01:04.555	3.3s	250ms	109.5%	6.4 MB	8.5 MB	4.4 MB	2.8 MB
44	4b/5c2271	2403161	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (18)	COMPLETED	0	2025-07-14 11:01:04.543	3.4s	175ms	101.1%	6.3 MB	8.5 MB	2.6 MB	1.7 MB
39	b3/545994	2403322	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (13)	COMPLETED	0	2025-07-14 11:01:04.593	3.7s	255ms	109.4%	6.1 MB	8.5 MB	4.5 MB	2.9 MB
55	8a/8e7771	2403382	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (29)	COMPLETED	0	2025-07-14 11:01:04.604	4.3s	206ms	110.7%	6.4 MB	8.5 MB	3.7 MB	2.3 MB
29	91/abeb51	2403307	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (3)	COMPLETED	0	2025-07-14 11:01:04.587	4.6s	209ms	109.2%	6.4 MB	8.5 MB	3.7 MB	2.3 MB
53	8c/ac63b8	2403351	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (27)	COMPLETED	0	2025-07-14 11:01:04.599	4.7s	233ms	105.7%	6.4 MB	8.5 MB	4 MB	2.5 MB
52	98/7a96d6	2403281	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (26)	COMPLETED	0	2025-07-14 11:01:04.576	5.3s	198ms	110.3%	6.4 MB	8.5 MB	3.5 MB	2.2 MB
46	de/5369cf	2403474	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (20)	COMPLETED	0	2025-07-14 11:01:04.625	5.6s	246ms	108.4%	6.2 MB	8.5 MB	4.2 MB	2.7 MB
36	61/2064cb	2403406	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (10)	COMPLETED	0	2025-07-14 11:01:04.611	6s	208ms	108.6%	6.3 MB	8.5 MB	3.7 MB	2.3 MB
56	4c/a33fe5	2403532	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (30)	COMPLETED	0	2025-07-14 11:01:04.640	6.4s	180ms	103.4%	6.3 MB	8.5 MB	3 MB	1.9 MB
32	fa/6fa0cf	2403496	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (6)	COMPLETED	0	2025-07-14 11:01:04.633	6.6s	179ms	103.8%	6.4 MB	8.5 MB	2.9 MB	1.8 MB
43	83/2d7362	2403587	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (17)	COMPLETED	0	2025-07-14 11:01:04.656	7.1s	225ms	104.8%	6.4 MB	8.5 MB	3.9 MB	2.5 MB
35	0c/22964c	2403834	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (9)	COMPLETED	0	2025-07-14 11:01:04.729	7.1s	169ms	109.9%	6.3 MB	8.5 MB	2.9 MB	1.8 MB
45	39/ab2259	2403605	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (19)	COMPLETED	0	2025-07-14 11:01:04.664	7.3s	207ms	110.2%	6.4 MB	8.5 MB	3.6 MB	2.3 MB
57	83/f16eab	2403869	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (31)	COMPLETED	0	2025-07-14 11:01:04.741	7.8s	224ms	105.8%	6.4 MB	8.5 MB	3.8 MB	2.4 MB
77	4c/ba20fc	2403668	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (51)	COMPLETED	0	2025-07-14 11:01:04.681	7.9s	252ms	104.9%	6.2 MB	8.5 MB	4.2 MB	2.6 MB
58	72/212d13	2403639	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (32)	COMPLETED	0	2025-07-14 11:01:04.673	8.2s	356ms	103.3%	6.2 MB	8.5 MB	5 MB	3.2 MB
48	dd/751806	2403739	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (22)	COMPLETED	0	2025-07-14 11:01:04.698	8.4s	210ms	108.4%	6.4 MB	8.5 MB	3.6 MB	2.2 MB
33	6a/08dc89	2403773	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (7)	COMPLETED	0	2025-07-14 11:01:04.708	9s	187ms	108.9%	6.2 MB	8.5 MB	3.3 MB	2.1 MB
51	af/0477a3	2403693	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (25)	COMPLETED	0	2025-07-14 11:01:04.689	9.3s	214ms	109.9%	6.4 MB	8.5 MB	3.8 MB	2.4 MB
38	6e/96d4b3	2403803	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (12)	COMPLETED	0	2025-07-14 11:01:04.719	9.5s	239ms	108.6%	6.3 MB	8.5 MB	4.1 MB	2.6 MB
49	e6/a83dde	2403842	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (23)	COMPLETED	0	2025-07-14 11:01:04.734	9.7s	197ms	105.8%	6.2 MB	8.5 MB	3.4 MB	2.2 MB
41	d8/d56b9f	2403894	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (15)	COMPLETED	0	2025-07-14 11:01:04.745	9.8s	203ms	106.5%	6.4 MB	8.5 MB	3.6 MB	2.3 MB
50	fe/697e07	2405170	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (24)	COMPLETED	0	2025-07-14 11:01:05.763	9s	197ms	111.2%	6.4 MB	8.5 MB	3.3 MB	2.1 MB
60	d5/8088a9	2405285	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (34)	COMPLETED	0	2025-07-14 11:01:05.978	8.8s	176ms	107.6%	6.2 MB	8.5 MB	3.1 MB	1.9 MB
59	e3/5e7c72	2405329	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (33)	COMPLETED	0	2025-07-14 11:01:06.191	9.3s	204ms	111.5%	6.4 MB	8.5 MB	3.7 MB	2.3 MB
61	37/74125b	2405618	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (35)	COMPLETED	0	2025-07-14 11:01:06.456	9.5s	246ms	108.8%	6.3 MB	8.5 MB	4.4 MB	2.8 MB
64	3d/7e792f	2405658	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (38)	COMPLETED	0	2025-07-14 11:01:06.503	9.7s	233ms	110.3%	6.2 MB	8.5 MB	4 MB	2.5 MB
62	24/5cfda3	2405726	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (36)	COMPLETED	0	2025-07-14 11:01:06.593	9.6s	196ms	112.5%	6.3 MB	8.5 MB	3.3 MB	2.1 MB
