task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
2	0d/27fcb9	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.668	2025-08-21 08:12:50.165	1.5s	4ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/0d/27fcb9709a40eeffb133a0c3ba485e	0.0%	110.3%	0
5	39/18107f	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.168	2025-08-21 08:13:58.159	1m 9s	1m 6s	98.9 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/39/18107f4a1a0b5790c0913ecd9412f6	0.0%	7.4%	125.9 MB
12	3c/862a38	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.071	2025-08-21 08:14:15.533	1m 27s	1m 23s	125.4 MB	106 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/3c/862a38810016e369b67cac68eb4b14	0.0%	7.7%	125.9 MB
29	5e/36bddd	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.971	2025-08-21 08:14:21.909	1m 33s	1m 30s	134.9 MB	115 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/5e/36bdddf6ed565b478d2a92f11d35a7	0.0%	7.9%	125.9 MB
23	06/d5b456	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.070	2025-08-21 08:14:25.042	1m 36s	1m 32s	143.9 MB	120.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/06/d5b456fee9c1a36d1fbd3a6015d9f8	0.0%	7.6%	125.8 MB
8	d8/afc1b9	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.767	2025-08-21 08:14:58.252	2m 10s	2m 9s	215.6 MB	172 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/d8/afc1b9fc128b42ed25dc21da2f5a79	0.0%	8.1%	126 MB
34	e6/f4a8cc	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:14:22.009	2025-08-21 08:15:13.794	51.9s	51.3s	75.5 MB	64.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/e6/f4a8cc950d655f648c87e3c29f12cd	0.0%	7.6%	125.8 MB
24	d9/83ade5	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.071	2025-08-21 08:15:18.698	2m 30s	2m 26s	233.6 MB	195.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/d9/83ade5f1eb12941a6279e9bbce8512	0.0%	8.1%	125.8 MB
28	67/de98c5	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.776	2025-08-21 08:17:42.147	4m 53s	4m 52s	460.6 MB	384.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/67/de98c5808af4962e842b1fd26f1e7f	0.0%	7.9%	126 MB
27	67/a1a6fc	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.785	2025-08-21 08:17:43.461	4m 55s	4m 54s	461.5 MB	386 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/67/a1a6fc56dff141eea80e421210c5d4	0.0%	7.9%	125.9 MB
25	d0/fd107f	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.870	2025-08-21 08:17:44.093	4m 55s	4m 54s	461.8 MB	386.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/d0/fd107f8dabe3e94dd5454a4eaf03ee	0.0%	7.9%	125.9 MB
7	98/6c7f3b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.787	2025-08-21 08:17:47.286	4m 59s	4m 57s	468.7 MB	398.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/98/6c7f3b88e3d0a63c7ec6cc3b108469	0.0%	7.9%	126 MB
6	89/e70303	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.867	2025-08-21 08:17:48.199	4m 59s	4m 58s	469 MB	398.4 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/89/e7030357bdfcf23c4d84f0f54db6fe	0.0%	8.2%	126 MB
17	e0/1a89b6	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.670	2025-08-21 08:17:48.760	5m	4m 59s	475.9 MB	395.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/e0/1a89b6d8b321afde015d6f7eacd956	0.0%	8.0%	126 MB
11	60/bb04d8	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.773	2025-08-21 08:17:51.977	5m 3s	5m 2s	466.8 MB	395.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/60/bb04d888fbdd10e734fbeb59359c32	0.0%	7.8%	126 MB
13	3d/4afcde	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.170	2025-08-21 08:17:54.396	5m 5s	5m 2s	465.7 MB	395.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/3d/4afcde4cd1cfe72ec87e9859ea1059	0.0%	7.8%	125.9 MB
14	cf/559f76	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.970	2025-08-21 08:17:54.954	5m 6s	5m 3s	465.5 MB	397.4 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/cf/559f76d988dc8a74773d71e4d4f856	0.0%	8.1%	126 MB
18	6e/a069ba	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.871	2025-08-21 08:17:56.364	5m 8s	5m 6s	465.1 MB	393.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/6e/a069ba43112ddc198ae12d83f8c308	0.0%	7.7%	126 MB
10	43/08439c	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.974	2025-08-21 08:17:56.455	5m 7s	5m 4s	468 MB	396.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/43/08439c41e8b4c0b662c7fe6eb5f0d2	0.0%	7.8%	125.9 MB
26	a8/02e883	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.872	2025-08-21 08:17:56.550	5m 8s	5m 6s	462.4 MB	387.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a8/02e883ef65861fb7352a84ca7b84b8	0.0%	7.8%	126 MB
31	64/6bf84a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.073	2025-08-21 08:17:58.226	5m 9s	5m 6s	473.6 MB	406.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/64/6bf84acfbc46cea6c54df24dd799dc	0.0%	8.1%	125.9 MB
19	ec/442718	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.780	2025-08-21 08:17:58.360	5m 10s	5m 8s	464.2 MB	391.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/ec/44271845ff1601be651dc9c85de89c	0.0%	7.7%	125.9 MB
32	a4/530bc6	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.973	2025-08-21 08:17:59.541	5m 11s	5m 8s	473.8 MB	406.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a4/530bc6a23dfc74498ea3f8bce179b0	0.0%	7.8%	125.9 MB
33	1b/b7a8a4	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.972	2025-08-21 08:18:01.372	5m 12s	5m 10s	472.7 MB	403 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/1b/b7a8a42c031a53203978ec1e3da73b	0.0%	7.7%	125.9 MB
21	06/3cef93	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.068	2025-08-21 08:18:01.471	5m 13s	5m 9s	464.7 MB	392.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/06/3cef93b84fb1f09b02c7cffd618004	0.0%	7.5%	125.8 MB
30	0c/6c31ce	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.969	2025-08-21 08:18:02.809	5m 14s	5m 12s	473.8 MB	405.4 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/0c/6c31ce0c891c0d2dab7dd68d400d7f	0.0%	7.9%	125.9 MB
15	e0/13f7fb	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:50.266	2025-08-21 08:18:03.125	5m 13s	5m 10s	465.3 MB	393 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/e0/13f7fb82977ad851da9d5c1084921f	0.0%	7.5%	125.9 MB
4	42/ded747	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.769	2025-08-21 08:18:03.426	5m 15s	5m 13s	455.7 MB	380.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/42/ded7474c4982ac205e66b0c5074ecf	0.0%	7.3%	126 MB
9	5d/3b89de	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.973	2025-08-21 08:18:03.534	5m 15s	5m 12s	468.1 MB	397.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/5d/3b89de51025986fcc9d8579361b956	0.0%	7.7%	125.8 MB
22	69/40b1da	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.169	2025-08-21 08:18:05.175	5m 16s	5m 13s	463 MB	388.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/69/40b1da53d6d4f163ead45ffdd5cbae	0.0%	7.4%	125.9 MB
16	47/53f390	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.967	2025-08-21 08:18:06.216	5m 17s	5m 15s	464.6 MB	392.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/47/53f39031ada40759dce4984035f15e	0.0%	7.5%	126 MB
37	93/c3e6a8	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.786	2025-08-21 08:18:08.134	5m 19s	5m 18s	478.1 MB	411.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/93/c3e6a8f55a8672c5284cfb238debad	0.0%	7.6%	126 MB
20	26/c86e0e	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:48.971	2025-08-21 08:18:09.538	5m 21s	5m 18s	463.3 MB	390 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/26/c86e0e34284f4972daa8124ae32c03	0.0%	7.2%	126 MB
3	a1/9c585f	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:12:49.072	2025-08-21 08:18:16.264	5m 27s	5m 24s	455.7 MB	379.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a1/9c585fefe3603ee80359c7b4b0215a	0.0%	7.1%	126 MB
43	45/9ee086	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:17:44.194	2025-08-21 08:18:48.355	1m 4s	1m 4s	110.1 MB	93.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/45/9ee086e6723d74fb0927a27b80ae2c	0.0%	9.3%	125.8 MB
57	a0/61eb39	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:18:02.909	2025-08-21 08:18:59.370	56.6s	55.6s	83.6 MB	71.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a0/61eb392b16087622034e10b823f1f7	0.0%	8.0%	125.8 MB
1	48/874d14	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:13:58.259	2025-08-21 08:19:18.063	5m 20s	5m 19s	455.1 MB	378.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/48/874d148ed62f2a2d4e2196bf2b0e06	0.0%	7.1%	125.9 MB
35	71/fe938b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:14:25.142	2025-08-21 08:19:40.460	5m 15s	5m 15s	478.4 MB	412.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/71/fe938b052e9bfb25f46d5f182158e9	0.0%	7.9%	126 MB
36	6a/b010b2	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:14:15.634	2025-08-21 08:19:43.777	5m 28s	5m 28s	479.8 MB	415.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/6a/b010b22608cb126efd75a38682177b	0.0%	7.6%	125.9 MB
65	f7/7d947d	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:18:16.365	2025-08-21 08:19:56.460	1m 40s	1m 40s	151 MB	122.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f7/7d947dc3d1ca70c94e7bcd91f9e365	0.0%	7.1%	125.9 MB
38	f7/a8f4f9	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:14:58.352	2025-08-21 08:20:16.121	5m 18s	5m 17s	478.3 MB	411.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f7/a8f4f959f0728336c4871d66bc5702	0.0%	7.7%	126 MB
39	98/2a28fb	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:15:13.894	2025-08-21 08:20:36.626	5m 23s	5m 22s	478.8 MB	412.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/98/2a28fb6794b5461aac358afaf00e00	0.0%	7.8%	126 MB
41	fa/5f1fba	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:15:18.799	2025-08-21 08:20:42.322	5m 24s	5m 23s	477.2 MB	408.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/fa/5f1fbae6e2145e4944dae499eab7c4	0.0%	7.6%	125.8 MB
73	5e/a540b8	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:20:36.726	2025-08-21 08:20:44.638	8s	7.4s	12.3 MB	9.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/5e/a540b8914c0f44a2a9cfb3e73f4869	0.0%	8.9%	125.8 MB
51	ed/004a5c	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:17:56.550	2025-08-21 08:22:16.778	4m 20s	4m 19s	419.2 MB	353.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/ed/004a5c9e1d0da5184029765f81895c	0.0%	8.2%	126 MB
71	91/094621	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:20:16.221	2025-08-21 08:22:18.807	2m 3s	2m 2s	187.7 MB	158.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/91/094621004f697c368ef0c2ce9cc34b	0.0%	7.8%	125.9 MB
44	26/41218b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-21 08:17:47.386	2025-08-21 08:22:29.260	4m 42s	4m 41s	465.7 MB	394 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/26/41218b98a88b3a5e6ac357a3776b8e	0.0%	8.6%	125.8 MB
