task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	66/3941a5	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:37.843	2025-08-28 17:09:38.605	776ms	4ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/66/3941a5f943e3513e4071e195784210	0.0%	97.0%	0
31	30/621950	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.665	2025-08-28 17:10:14.563	36s	34.8s	66.2 MB	57 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/30/621950fd538cd6c73b6fd15d7d0396	0.0%	10.4%	125.8 MB
16	95/cb61d9	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.498	2025-08-28 17:10:27.419	49s	47.6s	64.7 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/95/cb61d9b28af93b20ce8bdff1100e80	0.0%	10.1%	125.9 MB
23	fd/589cdb	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.805	2025-08-28 17:10:56.836	1m 18s	1m 17s	125.4 MB	106.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/fd/589cdb4ea0b5450908fb82765ebe46	0.0%	8.8%	125.9 MB
19	95/595793	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.905	2025-08-28 17:11:57.708	2m 19s	2m 16s	203.4 MB	172 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/95/59579337e88d94655675cf6ae654c8	0.0%	8.3%	126 MB
13	f6/de8c88	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.809	2025-08-28 17:13:35.480	3m 57s	3m 55s	302.7 MB	378.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f6/de8c88f4336cdbb4bb4e6c32487cc3	0.0%	9.3%	125.9 MB
15	fe/1b409b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:39.015	2025-08-28 17:13:41.985	4m 3s	3m 59s	303.3 MB	380.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/fe/1b409b20dc8ea8e1567ce030ef5f75	0.0%	9.3%	125.9 MB
14	98/f9d430	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.907	2025-08-28 17:13:45.891	4m 7s	4m 5s	303.2 MB	379.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/98/f9d4302ec4ea357655b1aaf422febe	0.0%	9.0%	125.9 MB
6	f7/7f236c	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.910	2025-08-28 17:13:59.171	4m 20s	4m 17s	467 MB	396.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f7/7f236cbec092c6d3ff132b6bf4139c	0.0%	9.8%	125.9 MB
3	24/0249ee	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-28 17:09:38.908	2025-08-28 17:14:05.686	4m 27s	4m 25s	467.2 MB	397.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/24/0249ee34a401e0c5025059d5e15fad	0.0%	9.5%	126 MB
