cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
10_sub2	1	33	15	18	10	10	5	8
10020_sub0	1	13	5	8	5	8	0	0
1004_sub2	1	26	14	12	10	10	4	2
10072_sub0	1	10	2	8	2	8	0	0
1010_sub1	1	20	8	12	8	12	0	0
10100_sub0	1	15	7	8	7	8	0	0
10125_sub0	1	15	8	7	8	7	0	0
1016_sub1	1	16	3	13	3	13	0	0
1017_sub1	1	14	8	6	8	6	0	0
1019_sub1	1	20	9	11	9	11	0	0
10204_sub0	1	10	5	5	5	5	0	0
1021_sub2	1	44	18	26	10	10	8	16
10216_sub2	1	15	8	7	8	7	0	0
1022_sub1	1	18	9	9	9	9	0	0
10268_sub0	1	18	7	11	7	11	0	0
10270_sub0	1	19	10	9	10	9	0	0
10285_sub0	1	28	16	12	10	10	6	2
1029_sub2	1	23	9	14	9	11	0	3
10295_sub0	1	22	10	12	10	10	0	2
10299_sub0	1	22	11	11	10	10	1	1
103_sub3	1	24	12	12	10	10	2	2
1030_sub2	1	19	11	8	11	8	0	0
10320_sub0	1	12	6	6	6	6	0	0
10351_sub0	1	10	6	4	6	4	0	0
10352_sub1	1	31	17	14	10	10	7	4
10353_sub1	1	7	2	5	2	5	0	0
10388_sub0	1	26	12	14	10	10	2	4
10394_sub0	1	7	3	4	3	4	0	0
104_sub2	1	29	14	15	10	10	4	5
10411_sub0	1	16	7	9	7	9	0	0
10417_sub0	1	22	10	12	10	10	0	2
10444_sub0	1	10	5	5	5	5	0	0
1045_sub0	1	36	13	23	10	10	3	13
10468_sub1	1	9	6	3	6	3	0	0
10488_sub3	1	24	9	15	9	11	0	4
1049_sub2	1	25	14	11	10	10	4	1
105_sub1	1	17	6	11	6	11	0	0
10515_sub0	1	13	9	4	9	4	0	0
1052_sub2	1	24	13	11	10	10	3	1
10522_sub0	1	9	3	6	3	6	0	0
10545_sub1	1	14	6	8	6	8	0	0
10556_sub1	1	20	5	15	5	15	0	0
10557_sub0	1	12	4	8	4	8	0	0
10558_sub0	1	10	5	5	5	5	0	0
1056_sub1	1	19	13	6	13	6	0	0
1057_sub2	1	29	12	17	10	10	2	7
10571_sub0	1	11	5	6	5	6	0	0
106_sub1	1	18	9	9	9	9	0	0
1061_sub2	1	15	7	8	7	8	0	0
10623_sub0	1	12	6	6	6	6	0	0
10636_sub0	1	7	4	3	4	3	0	0
1065_sub1	1	9	7	2	7	2	0	0
10663_sub1	1	16	8	8	8	8	0	0
10669_sub0	1	11	3	8	3	8	0	0
10706_sub0	1	16	11	5	11	5	0	0
1071_sub3	1	10	8	2	8	2	0	0
10711_sub0	1	13	7	6	7	6	0	0
10728_sub1	1	18	10	8	10	8	0	0
10769_sub1	1	14	7	7	7	7	0	0
1078_sub2	1	15	8	7	8	7	0	0
10785_sub1	1	6	3	3	3	3	0	0
10802_sub0	1	16	9	7	9	7	0	0
10811_sub0	1	18	9	9	9	9	0	0
10819_sub1	1	22	8	14	8	12	0	2
1082_sub1	1	8	1	7	1	7	0	0
10863_sub1	1	11	6	5	6	5	0	0
1089_sub1	1	27	13	14	10	10	3	4
10919_sub1	1	21	7	14	7	13	0	1
10941_sub4	1	8	5	3	5	3	0	0
10945_sub1	1	31	19	12	10	10	9	2
10946_sub0	1	25	14	11	10	10	4	1
10949_sub0	1	17	13	4	13	4	0	0
10952_sub0	1	21	12	9	11	9	1	0
10956_sub0	1	20	9	11	9	11	0	0
10962_sub1	1	14	2	12	2	12	0	0
1098_sub1	1	25	13	12	10	10	3	2
10989_sub0	1	17	8	9	8	9	0	0
1099_sub1	1	13	4	9	4	9	0	0
11004_sub2	1	9	4	5	4	5	0	0
1101_sub1	1	15	7	8	7	8	0	0
11013_sub0	1	21	13	8	12	8	1	0
11042_sub1	1	7	2	5	2	5	0	0
11043_sub0	1	10	8	2	8	2	0	0
11086_sub0	1	15	9	6	9	6	0	0
1109_sub1	1	23	13	10	10	10	3	0
11095_sub0	1	19	13	6	13	6	0	0
111_sub1	1	18	6	12	6	12	0	0
1110_sub2	1	36	19	17	10	10	9	7
11113_sub0	1	18	8	10	8	10	0	0
1116_sub1	1	19	10	9	10	9	0	0
1119_sub0	1	27	11	16	10	10	1	6
11212_sub0	1	18	11	7	11	7	0	0
11251_sub0	1	6	4	2	4	2	0	0
11257_sub1	1	12	8	4	8	4	0	0
1128_sub1	1	27	15	12	10	10	5	2
1134_sub0	1	30	11	19	10	10	1	9
1138_sub1	1	6	5	1	5	1	0	0
1141_sub0	1	19	9	10	9	10	0	0
11429_sub0	1	8	6	2	6	2	0	0
1145_sub0	1	10	7	3	7	3	0	0
11454_sub2	1	6	4	2	4	2	0	0
11482_sub1	1	10	5	5	5	5	0	0
1151_sub0	1	9	4	5	4	5	0	0
11526_sub0	1	15	9	6	9	6	0	0
11564_sub1	1	6	4	2	4	2	0	0
11568_sub0	1	19	10	9	10	9	0	0
11597_sub0	1	7	4	3	4	3	0	0
11598_sub0	1	7	6	1	6	1	0	0
116_sub1	1	9	3	6	3	6	0	0
11628_sub0	1	17	7	10	7	10	0	0
1165_sub0	1	16	9	7	9	7	0	0
11659_sub1	1	10	4	6	4	6	0	0
11671_sub1	1	6	3	3	3	3	0	0
11694_sub0	1	15	4	11	4	11	0	0
11699_sub0	1	16	9	7	9	7	0	0
117_sub2	1	26	13	13	10	10	3	3
1171_sub0	1	34	14	20	10	10	4	10
11723_sub0	1	10	5	5	5	5	0	0
11728_sub2	1	22	8	14	8	12	0	2
1174_sub0	1	12	8	4	8	4	0	0
11748_sub0	1	19	9	10	9	10	0	0
1176_sub0	1	31	18	13	10	10	8	3
1179_sub1	1	19	9	10	9	10	0	0
1180_sub0	1	29	13	16	10	10	3	6
1182_sub0	1	26	14	12	10	10	4	2
1184_sub2	1	9	5	4	5	4	0	0
11868_sub0	1	18	8	10	8	10	0	0
1187_sub0	1	33	18	15	10	10	8	5
1191_sub0	1	13	7	6	7	6	0	0
11933_sub0	1	15	6	9	6	9	0	0
1194_sub0	1	25	15	10	10	10	5	0
11958_sub2	1	6	3	3	3	3	0	0
11984_sub0	1	18	7	11	7	11	0	0
11994_sub0	1	18	8	10	8	10	0	0
11995_sub1	1	13	8	5	8	5	0	0
12_sub1	1	19	7	12	7	12	0	0
12035_sub0	1	10	6	4	6	4	0	0
12039_sub0	1	15	5	10	5	10	0	0
12066_sub2	1	6	3	3	3	3	0	0
12100_sub0	1	21	9	12	9	11	0	1
12111_sub0	1	12	7	5	7	5	0	0
12118_sub0	1	15	6	9	6	9	0	0
12134_sub2	1	14	6	8	6	8	0	0
