task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	ef/308bc8	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:13.590	2025-08-22 08:38:14.142	576ms	4ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/ef/308bc8848e52040a8e334284c96d5e	0.0%	106.7%	0
31	dd/7a4633	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.803	2025-08-22 08:38:51.559	36.9s	33.9s	66.2 MB	57 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/dd/7a46331dad657520a4ca8aec03b70c	0.0%	9.8%	125.8 MB
16	9f/bf71bc	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.094	2025-08-22 08:38:57.370	43.3s	42.3s	72.6 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/9f/bf71bc1321b92ad306eb5d1c5a1e80	0.0%	10.5%	125.9 MB
23	f8/6af95a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.610	2025-08-22 08:39:38.499	1m 24s	1m 22s	125.4 MB	106 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f8/6af95aac1aa21c683faacb6c66b68b	0.0%	7.6%	125.9 MB
19	2c/5ad038	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.274	2025-08-22 08:40:30.009	2m 16s	2m 14s	203.4 MB	172 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/2c/5ad0387befd09ab8f1164ba0f77369	0.0%	7.4%	126 MB
6	91/9d8155	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.376	2025-08-22 08:42:29.101	4m 15s	4m 13s	467 MB	396.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/91/9d8155facd933f493cda0b955ef21d	0.0%	8.8%	125.9 MB
3	f6/346940	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.395	2025-08-22 08:42:32.271	4m 18s	4m 16s	467.2 MB	397.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f6/346940458e2e8a4fd2d50ccecc1328	0.0%	9.1%	126 MB
33	c8/3894ee	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.806	2025-08-22 08:42:40.304	4m 26s	4m 23s	476.3 MB	407.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/c8/3894eeee946cad1935238c8e2a5d9d	0.0%	8.9%	126 MB
29	a4/cbd281	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.706	2025-08-22 08:42:44.479	4m 30s	4m 27s	475.2 MB	405.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/a4/cbd281ad42bbec7786dd92488a3849	0.0%	8.6%	126 MB
2	0a/a13bd8	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.093	2025-08-22 08:42:45.652	4m 32s	4m 31s	468 MB	399.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/0a/a13bd89e9b9c6161e03c2d30a0df8a	0.0%	8.6%	126 MB
32	09/0253c2	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.805	2025-08-22 08:42:46.146	4m 31s	4m 28s	476.5 MB	407.4 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/09/0253c223fc311ee6626cf90e2781b1	0.0%	8.7%	126 MB
30	ae/8aa61e	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.705	2025-08-22 08:42:49.141	4m 34s	4m 31s	476.2 MB	407 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/ae/8aa61e12f9d81ccc3aaede28911ab3	0.0%	8.7%	125.8 MB
13	75/db9429	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.092	2025-08-22 08:42:58.208	4m 44s	4m 42s	341.3 MB	378.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/75/db9429239719533c1ab48faa7fe2ff	0.0%	7.3%	125.9 MB
7	7d/cf8789	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.095	2025-08-22 08:42:58.730	4m 45s	4m 43s	466.4 MB	395.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/7d/cf87890b31da5405e36dfa55dd9687	0.0%	8.1%	125.9 MB
15	b8/a72ead	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.099	2025-08-22 08:42:59.680	4m 46s	4m 44s	341.4 MB	380.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/b8/a72ead74ee05ff598a939f6c5dc2c1	0.0%	7.4%	125.9 MB
14	9c/f770a3	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.094	2025-08-22 08:43:03.964	4m 50s	4m 48s	341.6 MB	379.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/9c/f770a3463ef83968c22232a97a7aaf	0.0%	7.2%	126 MB
5	40/2bec79	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.172	2025-08-22 08:43:10.363	4m 56s	4m 54s	467.5 MB	397.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/40/2bec791ffd16a2d4156c7c13ceb041	0.0%	8.1%	126 MB
8	3f/67d493	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.092	2025-08-22 08:43:10.452	4m 56s	4m 55s	470.8 MB	400.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/3f/67d49393595e6cef854d02bbe58e39	0.0%	8.0%	126 MB
25	5b/b718ed	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.703	2025-08-22 08:43:13.269	4m 59s	4m 56s	465.5 MB	397.4 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/5b/b718ed42383e8507e8fbba971fc57d	0.0%	7.8%	126 MB
4	1e/a64520	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-22 08:38:14.501	2025-08-22 08:43:16.312	5m 2s	4m 59s	466.4 MB	396.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/1e/a64520a517083dda3839a65a16be2f	0.0%	7.8%	126 MB
