task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	43/159e6f	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:01.810	2025-08-12 20:29:03.403	1.7s	3ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/43/159e6f8847cc58e530a309d69b757c	0.0%	100.0%	0
26	36/3d3b77	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:02.115	2025-08-12 20:30:11.839	1m 10s	1m 7s	125.6 MB	106 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/36/3d3b774b34678cd987e38863fb455d	0.0%	9.2%	125.9 MB
16	67/be2c15	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:02.115	2025-08-12 20:30:22.869	1m 21s	1m 18s	98 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/67/be2c15fac4239436f8f82d8ee1cd68	0.0%	6.3%	125.9 MB
19	fe/e6e48c	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:01.912	2025-08-12 20:30:57.247	1m 55s	1m 54s	203.4 MB	172 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/fe/e6e48c32adf0c38a3d2775b99a60b7	0.0%	8.9%	126 MB
29	da/bc155e	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:02.018	2025-08-12 20:33:08.914	4m 7s	4m 5s	465.3 MB	393 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/da/bc155e3200b6b10a3675cec0e78197	0.0%	9.5%	125.9 MB
28	8f/4586fe	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:01.808	2025-08-12 20:33:10.786	4m 9s	4m 8s	465.5 MB	397.4 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/8f/4586fe82419fb4b2a5f959e4861b50	0.0%	9.6%	126 MB
27	6a/ef633c	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:02.116	2025-08-12 20:33:13.513	4m 11s	4m 8s	465.7 MB	395.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/6a/ef633c0d339add19a58bcfb163d8cf	0.0%	9.1%	125.9 MB
30	b4/47526a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:01.702	2025-08-12 20:33:18.668	4m 17s	4m 16s	464.6 MB	392.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/b4/47526ae79dbe519e03cd87e1fbb0a2	0.0%	9.0%	126 MB
24	74/9b876a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:01.701	2025-08-12 20:33:20.263	4m 19s	4m 17s	252 MB	208.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/74/9b876a9b2d8aabf3e8960b2f0a1bbf	0.0%	4.7%	125.9 MB
8	47/4b27ca	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-08-12 20:29:02.013	2025-08-12 20:33:20.792	4m 19s	4m 17s	470.8 MB	400.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/47/4b27ca8eb3518d2d61cfc81f1050eb	0.0%	9.5%	126 MB
