task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	7f/3834c4	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.230	2025-09-03 03:38:28.493	1.3s	4ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/7f/3834c411b7ea8389863457c06a2c81	0.0%	94.1%	0
26	83/699aee	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.636	2025-09-03 03:38:35.312	7.8s	4.3s	0	93.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/83/699aeebcceed9208b0a6285f90875d	0.0%	100.4%	125.8 MB
31	39/c6b1e1	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.234	2025-09-03 03:38:46.054	18.8s	17.7s	0	396.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/39/c6b1e1ae59bd72a85b5613340da3d2	0.0%	100.3%	125.9 MB
30	b6/852470	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.538	2025-09-03 03:38:47.934	20.4s	17.8s	0	395.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/b6/852470af225fba53d711f1b69d98b5	0.0%	100.1%	126 MB
27	9e/f2307b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:28.605	2025-09-03 03:38:48.518	20s	17.5s	0	393.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/9e/f2307b5365d139f6cd3a52ad753bde	0.0%	100.3%	125.8 MB
29	0f/f360ff	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.543	2025-09-03 03:38:48.951	21.4s	17.8s	0	398.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/0f/f360ffeb781d35b63b904219b93b2b	0.0%	100.1%	126 MB
28	7f/7f60e9	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.539	2025-09-03 03:38:49.032	21.5s	17.8s	0	393.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/7f/7f60e983214887305954c32b993d75	0.0%	100.2%	126 MB
17	7d/1575a2	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.339	2025-09-03 03:39:06.445	39.1s	37.4s	75.5 MB	64.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/7d/1575a202aa6d2bbdfd3aa6d794d1db	0.0%	10.8%	125.8 MB
5	38/b16fb5	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.336	2025-09-03 03:39:09.064	41.8s	40.4s	78 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/38/b16fb52a4e530d8434248326197c30	0.0%	12.2%	125.9 MB
11	b6/fec70b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.536	2025-09-03 03:39:38.777	1m 11s	1m 8s	115.2 MB	120.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/b6/fec70b842198237b75fd9265fed718	0.0%	10.4%	125.8 MB
12	81/2e0a00	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.436	2025-09-03 03:39:45.868	1m 19s	1m 17s	134.8 MB	115 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/81/2e0a00fdb4b8eefbb907fc73993fe3	0.0%	9.3%	125.9 MB
40	55/e894b8	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:39:06.545	2025-09-03 03:39:52.414	46s	45.4s	66.2 MB	71.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/55/e894b80c111938be9d75c37aca0c56	0.0%	9.1%	125.8 MB
44	e1/d402e1	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:39:45.968	2025-09-03 03:39:54.105	8.2s	7.6s	11.4 MB	9.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/e1/d402e1809d99dd232a498e34d77eae	0.0%	9.3%	125.8 MB
34	78/ac2262	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:35.412	2025-09-03 03:42:11.840	3m 37s	3m 36s	338.8 MB	353.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/78/ac22628f6a3f9ea4429912377be87f	0.0%	9.5%	126 MB
6	66/c01cb9	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.334	2025-09-03 03:42:25.971	3m 59s	3m 57s	376.1 MB	393.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/66/c01cb9425a3ff38e6b8bbe0ac1b420	0.0%	9.7%	126 MB
32	66/a77eaf	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.333	2025-09-03 03:42:27.707	4m	3m 59s	378.6 MB	395.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/66/a77eafcb3ae4f44ac5bbb60a67ea1b	0.0%	9.6%	126 MB
7	65/604b99	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.233	2025-09-03 03:42:28.269	4m 1s	4m	375.5 MB	391.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/65/604b99601926617663c30ad10ca451	0.0%	9.7%	125.9 MB
4	2e/19ff92	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-03 03:38:27.539	2025-09-03 03:42:28.998	4m 2s	3m 59s	368.4 MB	380.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/2e/19ff9297c5b16ccd118233d3fc4503	0.0%	9.4%	125.9 MB
